,StartDate.study,EndDate.study,k1time_pre_1,k1time_pre_2,k1time_pre_3,k1time_pre_4,k2time_pre_1,k2time_pre_2,k2time_pre_3,k2time_pre_4,k3time_pre_1,k3time_pre_2,k3time_pre_3,k3time_pre_4,knwgbl_pre,desc_time_1,desc_time_2,desc_time_3,desc_time_4,desc,surprise,surprise.1,new_forg,lt_in_pst,lt_out_pst,k1time_pst_1,k1time_pst_2,k1time_pst_3,k1time_pst_4,k2time_pst_1,k2time_pst_2,k2time_pst_3,k2time_pst_4,k3time_pst_1,k3time_pst_2,k3time_pst_3,k3time_pst_4,knwgbl_pst,evo1_1_pst,gw1_2_pst,nat1_3_pst,dty1_4_pst,aft1_5_pst,cre1_6_pst,gw2_1_pst,gw2_2_pst,gw2_3_pst,gw2_4_pst,evo2_5_pst,evo2_6_pst,engage_pst,aft2_pst,aft3_pst,dty2_pst,dty3_pst,cre2_pst,cre3_pst,nat2_pst,lifsty_pst,natmil_pst_1,gender,citizen,us_born,english,party,conservati,faith,us_years,born,eng_years,first_lang,StartDate.test,EndDate.test,lt_in_fol,lt_out_fol,k1time_fol_1,k1time_fol_2,k1time_fol_3,k1time_fol_4,k2time_fol_1,k2time_fol_2,k2time_fol_3,k2time_fol_4,k3time_fol_1,k3time_fol_2,k3time_fol_3,k3time_fol_4,knwgbl_fol,evo1_1_fol,gw1_2_fol,nat1_3_fol,dty1_4_fol,aft1_5_fol,cre1_6_fol,gw2_1_fol,gw2_2_fol,gw2_3_fol,gw2_4_fol,evo2_5_fol,evo2_6_fol,engage_fol,aft2_fol,aft3_fol,dty2_fol,dty3_fol,cre2_fol,cre3_fol,nat2_fol,lifsty_fol,natmil_fol_1,Q102,did.pre,study.test.delay,codes.1_pre,coder.1_pre,codes.2_pre,coder.2_pre,codes.1_pst,coder.1_pst,codes.2_pst,coder.2_pst,codes.1_fol,coder.1_fol,codes.2_fol,coder.2_fol
51,6/14/12 14:29,6/14/12 14:52,8.421,87.452,101.229,3,4.806,25.884,21.345,3,1.186,39.519,51.291,3,4,4.224,80.858,81.163,9,1,6,7,4,visible,infared,1.343,236.685,241.042,15,4.325,38.466,40.402,3,3.308,30.483,49.468,2,5,7,7,5,8,5,3,5,7,7,7,7,7,6,6,4,4,6,6,3,3,6,100,male,y,n,n,democrat,4,protestant / other christian,15,South Korea,15,Korean,6/18/12 17:42,6/18/12 17:48,visible,infared,0.87,149.538,170.52,10,1.16,52.57,53.412,3,1.082,15.557,15.943,2,5,7,6,3,6,5,3,4,7,7,7,7,7,6,5,5,5,5,5,3,4,5,100,2,TRUE,4.134027778,"DD2, DGHG2, DNK1",Coder4,"SGHG1, DNK1, DGHG3, DGHG2",Coder1,"MCCE1,  DD2, DGHG1, DGHG3",Coder5,"MCCE1,  DD2, DGHG1",Coder2,"MCCE1, DD1, DGHG1, DGHG3",Coder5,"MCCE3, DD1, DGHG1",Coder2
52,6/14/12 16:06,6/14/12 16:24,2.011,120.088,122.545,5,3.307,3.307,69.895,1,1.096,54.774,55.376,3,6,0,0,135.782,0,1,3,4,8,visible,infared,1.056,1.056,78.998,1,0.891,0.891,43.88,1,0.884,0.884,79.069,1,7,8,8,2,2,2,1,7,8,7,9,8,9,7,3,1,1,1,1,1,4,7,2,male,y,y,n,democrat,1,jewish,NA,,10,Hebrew,6/17/12 16:45,6/17/12 16:56,visible,infared,1.284,1.284,79.115,1,1.108,25.935,83.456,3,1.329,1.329,83.177,1,7,8,8,2,1,1,1,8,8,8,9,8,9,7,3,1,1,2,1,1,4,7,2,2,FALSE,3.027083333,"MCCS1, MCCS4, DD2, DGHG3",Coder5,"MCCS1, MCCS4, DD2, DGHG3",Coder2,"MCCS1, MCCE3, DD1, DGHG1, DGHG3",Coder5,"MCCS1, MCCE3, DD1, DGHG1",Coder2,"DD1, DGHG1, DGHG3, MCCS1",Coder4,"DGHG1, DD1, DGHG3, MCCS1",Coder1
53,6/14/12 17:13,6/14/12 17:28,26.686,26.686,67.344,1,26.675,26.675,62.87,1,3.025,17.46,62.305,2,5,0,0,113.527,0,1,1,1,9,visibile,infrared,7.965,7.965,80.914,1,3.771,26.115,26.518,2,1.407,1.407,28.899,1,5,7,7,5,5,5,5,7,7,7,7,7,7,5,6,5,5,3,5,3,1,5,9,female,y,y,y,democrat,3,spiritual but not religious,NA,,NA,,6/17/12 15:11,6/17/12 15:20,visible,infrared,21.856,120.096,188.247,4,1.093,19.262,23.292,4,1.163,1.163,11.399,1,5,7,8,5,5,5,5,7,7,6,7,7,7,5,6,5,5,5,5,3,1,5,9,2,TRUE,2.915277778,"DGHG3, DGHG2, DD3, SGHG1, MCCE2",Coder3,"MCCE2, DD3, DGHG2, DGHG3",Coder5,"DGHG2, DD1, MCCE3",Coder3,"DD1, MCCE3, DGHG2",Coder1,"DGHG3, DGHG2, DD1, MCCE2",Coder3,"DD1, DGHG2, DGHG3, MCCE2",Coder1
54,6/14/12 19:45,6/14/12 20:20,1.754,262.285,300.584,4,96.02,96.92,187.563,2,1.206,142.983,194.747,3,5,0,0,209.953,0,1,6,7,5,visible infrared and ultraviolet,visible ultraviolet,1.679,37.623,85.584,5,2.237,71.956,83.993,8,1.183,1.183,44.917,1,8,5,8,7,5,5,4,4,8,7,8,3,7,7,5,5,5,5,5,5,4,8,0,male,n,n,n,none,5,decline to state,1,China,4,Chinese,6/17/12 21:12,6/17/12 21:26,"visible, infrared and ultraviolet  ",visible and ultraviolet,1.166,178.391,244.278,9,1.669,1.669,68.304,1,1.026,1.026,48.715,1,7,5,8,8,5,5,5,6,7,7,7,6,6,7,5,5,6,3,5,5,4,6,NA,2,TRUE,3.060416667,"DGHG3, DGHG1, DD1, SGHG1",Coder3,"SGHG1, DD2, DGHG3, DGHG1",Coder1,"DGHG3, DGHG1, DD2, DGHG2, MCCE2",Coder3,"MCCE2, DD2, DGHG3, DGHG1",Coder1,"DGHG3, DGHG1, DD2, MCCE2, DGHG2",Coder3,"MCCE2, DD2, DGHG3, DGHG1",Coder1
55,6/14/12 17:57,6/14/12 21:16,10.702,103.552,104.145,2,1.279,50.357,52.073,2,1.232,1.232,11.294,1,2,11095.605,11095.605,11196.428,1,1,4,2,6,visible,infrared,3.593,3.593,65.634,1,0.962,0.962,37.669,1,1.722,1.722,8.913,1,5,7,6,5,3,5,2,4,5,4,5,7,7,6,5,4,4,5,3,2,4,5,2,female,y,n,y,democrat,4,buddhist,16,China,NA,,6/17/12 16:11,6/17/12 22:34,visible,infrared,2.511,87.226,103.013,3,5.254,175.564,176.185,7,215.064,321.175,321.946,2,3,7,6,6,3,5,2,4,6,5,6,5,5,6,5,3,3,5,2,1,3,3,2,2,TRUE,2.926388889,"MCCS2, DNK1, DGHG3",Coder5,"MCCS2, DNK1, DGHG3",Coder2,"DD1, MCCE3, DNK1",Coder4,"MCCE3, DD1, DNK1",Coder1,"DD1, DNK1, DGHG3, MCCE3",Coder4,"MCCE3, DD1, DGHG3",Coder1
56,6/14/12 21:22,6/14/12 22:10,1.895,46.846,312.516,3,1.159,264.67,313.937,7,7.322,251.789,272.246,5,7,0,0,100.592,0,1,1,1,7,white,infrared,1.11,259.617,278.457,6,1.16,215.988,229.651,4,1.086,1.086,215.389,1,8,7,6,5,1,1,1,4,7,6,7,9,7,5,3,3,3,1,1,1,3,5,1,male,y,y,n,democrat,5,atheist,NA,,17,Cantonese,6/18/12 21:33,6/18/12 21:45,white,infrared,1.18,5.61,168.058,5,0.999,125.277,132.494,7,0.966,77.272,103.48,23,7,8,6,5,1,2,1,4,6,6,6,9,6,5,2,2,2,1,2,1,4,5,1,2,FALSE,4.007638889,"DGHG3, DGHG4, DD1, MCCE2, SGHG1",Coder3,"MCCE2, DD2, DGHG3, DGHG4",Coder5,"DGHG3, DGHG1, DD3, DGHG2",Coder3,"MCCE2, DD3, DGHG1, DGHG3",Coder5,"DGHG3, DGHG1, DD1, MCCE2",Coder3,"MCCE2, DD2, DGHG1, DGHG3",Coder5
57,6/15/12 9:53,6/15/12 10:09,5.047,8.815,114.913,3,33.235,34.395,107.221,2,1.043,1.043,48.349,1,7,2.451,3.123,51.533,2,1,4,3,7,visible,infrared,3.395,3.395,105.517,1,4.177,4.177,63.922,1,0.943,0.943,32.168,1,8,4,7,7,8,7,6,7,8,7,8,5,3,7,9,9,9,7,9,5,6,6,0,male,y,n,n,republican,8,protestant / other christian,8,Republic of Korea,10,Korean,6/19/12 17:07,6/19/12 17:14,visible,infrared,0.82,0.82,106.534,1,2.281,2.921,65.187,2,1.326,1.326,116.071,1,8,4,7,7,8,7,6,5,7,6,7,5,4,6,8,8,9,9,9,5,6,7,0,2,FALSE,4.301388889,"MCCE2, MCCS1, DGHG2, DGHG3",Coder4,"MCCS1, DGHG2, MCCE2, DD2, DGHG3",Coder1,"DD1, DGHG1, DGHG3, MCCS1, MCCE2",Coder5,"MCCS1, DD1, DGHG1, MCCE2",Coder2,"DD2, DGHG1, DGHG3, MCCE3",Coder4,"DD2, DGHG1, DGHG3, MCCE3",Coder1
58,6/15/12 15:49,6/15/12 16:08,2.564,77.247,77.993,10,41.503,100.946,149.422,4,2.518,12.481,50.533,25,5,74.928,76.961,89.234,8,1,1,3,9,lights,infrared,4.413,8.459,46.115,5,4.85,22.626,31.645,4,2.464,2.464,31.96,1,6,6,6,7,1,1,1,6,7,7,6,6,8,6,1,1,2,1,1,2,3,5,5,male,n,n,n,none,3,atheist,1,China,6,Chinese,6/17/12 15:59,6/17/12 17:51,light,infrared,57.158,57.158,181.026,1,398.4,398.4,430.461,1,819.651,929.04,937.535,3,6,7,7,7,1,1,2,5,6,6,6,4,8,6,1,1,2,1,9,1,2,5,5,2,FALSE,2.006944444,"MCCS2, DD2, DGHG3",Coder5,"MCCS2, DD2, DGHG1",Coder2,"DD1, DGHG1, DGHG2, MCCS1",Coder4,"MCCS1, DD1, DGHG3, DGHG1, MCCE2",Coder1,"MCCE1, DD2, DGHG2, DGHG3",Coder5,"MCCE3, DD1, DGHG1",Coder2
59,6/16/12 2:08,6/16/12 2:24,5.894,60.662,147.246,2,32.589,32.589,66.731,1,11.253,12.226,67.219,2,6,0,0,20.714,0,1,1,4,7,red,green,4.88,4.88,88.075,1,14.554,58.924,59.776,3,2.229,2.229,30.855,1,6,8,8,4,2,2,1,7,8,7,8,8,8,5,2,3,3,1,2,1,3,7,3,female,y,n,n,democrat,2,atheist,9,Brazil,9,Portuguese,6/18/12 2:14,6/18/12 2:19,ultraviolet,gamma,4.744,4.744,66.872,1,4.254,15.319,35.377,7,3.119,31.253,33.939,2,5,7,7,3,3,3,3,8,7,7,7,8,8,5,3,3,3,3,3,3,3,7,5,2,FALSE,2.004166667,"MCCS3, MCCS4, DNK1, DGHG1",Coder1,"DGHG1, DNK1, MCCS3, MCCS4",Coder3,"MCCS4, DD3, DGHG1",Coder1,"DGHG1, DD3, MCCS4",Coder3,"MCCS4, DD3, DGHG1, MCCE4",Coder1,"MCCS4, MCCE4, DD3, DGHG1",Coder2
60,6/16/12 2:09,6/16/12 2:29,10,10,142.281,1,173.08,253.319,94.241,5,13.347,76.838,114.672,2,4,0,0,62.722,0,1,3,2,7,visible,infrared,5.972,5.972,70.097,1,1.181,1.181,26.404,1,2.486,2.486,30.708,1,4,7,6,8,8,7,1,5,6,3,4,5,7,1,6,7,7,5,6,1,6,1,0,male,y,y,y,republican,5,catholic,NA,,NA,,6/17/12 21:28,6/17/12 21:38,visible,infrared,3.371,3.371,67.52,1,13.711,216.572,217.245,2,2.756,2.756,34.478,1,5,7,6,7,7,7,3,5,7,5,4,7,7,3,6,6,5,5,7,4,7,1,NA,2,FALSE,1.804861111,"MCCS4, DD3, DGHG3",Coder2,,Coder4,"SGHG2, DD3, DGHG1",Coder2,,Coder4,"SGHG1, MCCE2, DD2, DGHG1",Coder2,,Coder4
61,6/16/12 12:06,6/16/12 12:51,32.152,333.007,335.081,17,1.996,246.335,248.285,7,1.279,102.133,189.759,10,5,86.019,86.019,86.69,1,1,2,2,7,infared,infared,7.66,7.66,72.54,1,1.077,75.239,75.739,2,5.288,1176,1177.092,17,5,7,6,5,7,7,1,3,7,3,7,8,8,7,7,7,5,1,5,3,2,6,0,male,y,y,y,none,2,spiritual but not religious,NA,,NA,,6/19/12 18:42,6/19/12 18:48,infared,infared,1.365,1.365,89.669,1,2.426,2.426,46.243,1,2.024,2.024,19.369,1,5,8,7,7,7,7,1,4,7,3,7,7,8,7,7,7,3,1,7,3,1,5,0,2,FALSE,3.275,"MCCS1, DD2, MCCE2, DGHG3",Coder2,"SGHG1, DD2, MCCS1, MCCS2",Coder3,"MCCE3, DD2, DGHG1",Coder2,,Coder4,"SGHG1, DGHG1, MCCE1, DD2",Coder2,,Coder4
62,6/16/12 13:16,6/16/12 15:34,3.004,3.004,85.544,1,3.874,3.874,53.7,1,2.002,3.773,11.498,3,3,0,0,86.231,0,1,6,7,7,ultraviolet,infrared,1.26,1.26,56.524,1,1.202,1.202,57.955,1,0.92,0.92,20.185,1,7,6,6,4,5,5,5,6,6,6,7,5,5,6,6,5,4,5,5,5,3,6,3,female,y,y,y,none,5,spiritual but not religious,NA,,NA,,6/17/12 17:34,6/17/12 17:39,ultraviolet,infrared,2.249,60.392,71.83,4,1.224,47.906,50.404,5,1.401,1.401,14.106,1,6,5,6,4,5,6,5,6,6,6,6,5,5,6,6,5,5,5,5,5,4,6,3,2,FALSE,1.179166667,"MCCS1, SGHG1, MCCE2, DD3, DNK1",Coder1,"DNK1, MCCS1, SGHG1, DD3",Coder3,"DD1, DGHG1, DGHG3, MCCE3",Coder1,"DGHG3, DGHG1, DD1, MCCE3",Coder3,"DD1, DGHG1, DGHG3, MCCE3",Coder1,"MCCE3, DD1, DGHG1",Coder2
63,6/16/12 15:06,6/16/12 16:12,12.258,385.187,390.469,10,13.831,13.831,147.355,1,7.983,128.264,149.829,5,5,0,0,193.176,0,1,1,5,7,full spectrum,infrared,7.709,134.205,144.755,6,13.738,132.571,141.556,2,8.214,40.017,51.071,3,6,9,9,5,1,1,1,9,9,9,9,9,9,5,1,1,1,1,1,1,3,5,0,female,y,y,y,independent,5,buddhist,NA,,NA,,6/17/12 15:17,6/17/12 15:29,full spectrum,infrared,6.304,342.692,350.125,6,13.878,13.878,19.591,1,14.551,14.551,20.485,1,6,9,9,5,1,1,1,9,9,9,9,9,9,5,1,1,1,1,1,1,6,5,NA,2,TRUE,1.007638889,"SGHG3, DNK1, MCCE2, DGHG2, MCCS1, MCCS4",Coder3,"MCCS1, MCCS4, MCCE2, DGHG2",Coder1,"DGHG1, MCCS1, MCCE1, DD1",Coder3,"MCCS1, MCCE1, DD1, DGHG1",Coder5,"DNK2, DD3, MCCS1, DGHG1, MCCE1",Coder3,"MCCS1, MCCE1, DGHG1, DD3, DNK2",Coder1
64,6/16/12 18:38,6/16/12 19:17,9.525,51.701,125.807,2,11.434,148.661,210.919,4,7.777,7.777,75.649,1,4,0,0,245.46,0,1,3,5,5,Visible,Infrared,12.198,483.026,492.6,14,8.114,8.114,133.205,1,2.836,92.857,133.774,4,6,8,7,1,9,5,5,8,9,8,9,9,5,8,5,5,9,5,5,1,2,9,4,female,y,y,y,none,2,protestant / other christian,NA,,NA,,6/18/12 14:41,6/18/12 14:56,visible,ultraviolet,1.157,1.157,195.411,1,36.793,36.793,184.802,1,17.858,17.858,134.771,1,5,9,9,2,8,5,5,9,9,9,9,8,8,9,5,5,8,5,5,3,1,8,4,2,FALSE,1.835416667,"DGHG3, DGHG4, DD2, MCCS1, DGHG2, MCCE2",Coder3,"MCCS1, DGHG2, MCCE2, DD2, DGHG3",Coder1,"DGHG3, DD1, MCCE1, DGHG1",Coder3,"DGHG3, DGHG1, MCCE1, DD2",Coder1,"SGHG1, DD1, DGHG1, MCCE3",Coder3,"MCCE3, DGHG1, DD1",Coder1
65,6/16/12 22:55,6/16/12 23:20,6.759,6.759,168.237,1,24.881,24.881,83.51,1,4.579,4.579,30.304,1,5,149.151,149.151,213.676,1,1,7,3,7,visible,infrared,5.97,5.97,75.062,1,7.991,62.579,70.131,5,2.22,2.22,25.742,1,6,7,6,6,6,7,1,6,6,4,6,7,8,5,6,7,5,4,8,1,3,6,10,female,y,n,n,none,3,buddhist,11,Myanmar,10,Burmese,6/21/12 18:41,6/21/12 18:49,visible,infrared,3.809,3.809,116.083,1,4.269,4.269,41.535,1,1.394,26.63,34.206,2,4,6,6,6,6,7,1,6,6,5,6,7,9,6,6,7,5,2,3,2,4,6,9,2,FALSE,4.823611111,"MCCS4, DD3, DGHG3",Coder1,"DGHG3, DD2, MCCS4, MCCS3",Coder3,"MCCE1, MCCS1, DD1, DGHG3, DGHG1",Coder1,"MCCE1, MCCS1, DD1, DGHG1",Coder2,"DD1, DGHG1, DGHG3, MCCE1",Coder1,"MCCE1, DD1, DGHG1",Coder2
67,6/17/12 17:04,6/17/12 17:19,4.437,4.437,209.848,1,8.299,8.299,73.92,1,7.61,7.61,61.554,1,5,0,0,23.002,0,1,2,3,7,infrared,infrared,1.54,18.286,19.266,3,3.968,3.968,23.066,1,2.17,12.441,12.931,3,4,7,6,4,7,3,3,3,7,7,6,6,9,7,4,5,6,3,6,3,2,3,0,male,y,y,y,democrat,3,protestant / other christian,NA,,NA,,6/21/12 15:23,6/21/12 15:28,UV,Infrared,1.361,1.361,32.415,1,1.127,1.127,55.218,1,4.09,4.09,11.469,1,4,7,6,4,6,4,4,3,7,7,7,8,9,7,6,6,4,2,5,3,3,7,0,2,FALSE,3.929861111,"MCCS1, MCCE3, DGHG1",Coder2,"DGHG3, DGHG1, MCCS1",Coder3,"MCCQ2, MCCE3, DGHG4",Coder2,"DGHG4, MCCQ2, SGHG1",Coder3,"MCCS1, MCCE2, DGHG2, DGHG3",Coder2,"DGHG3, DGHG2, MCCS1",Coder3
68,6/17/12 20:37,6/17/12 20:54,1.458,154.923,189.092,5,0.754,0.754,125.324,1,2.556,2.556,77.17,1,5,0,0,101.441,0,1,1,1,7,visible,infrared,3.347,3.347,50.673,1,0.788,0.788,47.974,1,0.746,0.746,36.32,1,6,5,7,1,5,7,2,5,7,7,7,4,9,7,7,5,5,1,7,1,1,6,0,female,n,n,n,none,5,spiritual but not religious,6,Seoul,12,Korean,6/22/12 18:15,6/22/12 21:47,UV,infrared,0.906,17.817,74.701,3,1.241,71.094,74.043,4,0.986,0.986,46.864,1,5,1,7,3,5,5,2,4,8,7,7,3,9,6,5,5,4,1,5,1,1,4,2,2,TRUE,4.901388889,"DGHG3, DGHG1, DD2, MCCS4, MCCE4",Coder3,"MCCS4, MCCE4, DD2, DGHG1, DGHG3",Coder5,"DGHG1, DGHG3, DD1, MCCE1",Coder3,"MCCE1, DD1, DGHG1, DGHG3",Coder1,"DGHG1, DGHG3, DD1, MCCS4",Coder3,"MCCS4, DD1, DGHG1, DGHG3",Coder5
69,6/17/12 21:09,6/17/12 21:36,7.782,7.782,155.244,1,1.221,1.221,142.657,1,11.938,11.938,103.606,1,4,0,0,107.405,0,1,5,5,4,visible,infrared,2.829,145.327,201.843,6,1.468,1.468,118.109,1,2.424,2.424,62.124,1,5,5,7,7,7,7,6,5,7,7,6,5,7,6,7,7,7,7,7,6,4,5,0,female,n,n,n,democrat,4,catholic,9,South Korea,9,Korean,6/21/12 19:20,6/21/12 19:36,Visible,Infrared,8.206,109.242,111.203,4,17.939,17.939,93.522,1,11.548,32.389,190.396,2,5,6,8,8,8,8,6,6,7,7,8,6,6,7,8,7,8,5,7,6,4,6,0,2,FALSE,3.924305556,"DGHG1, MCCS4, MCCE2",Coder3,"MCCS4, MCCE2, DGHG1",Coder1,"DGHG1, DGHG3, MCCE1, MCCS1",Coder3,"MCCE1, MCCS1, DGHG1, DGHG3",Coder5,"DGHG1, MCCE1, DD1, SGHG1",Coder3,"SGHG1, DD1, DGHG1, MCCE1",Coder1
70,6/17/12 22:44,6/17/12 23:57,10.039,369.496,375.99,23,6.569,229.092,233.817,9,4.016,94.058,101.393,3,4,0,0,562.039,0,1,5,5,5,I don't know well.,infrared,2.972,348.147,370.343,6,2.687,308.787,361.832,8,3.693,3.693,27.415,1,6,6,8,6,5,5,5,6,7,7,8,6,6,6,5,5,5,5,5,5,5,6,5,female,y,n,n,none,5,decline to state,6,South Korea,6,Korean,6/25/12 19:27,6/25/12 19:40,ultraviolet,infrared,12.782,279.478,281.024,6,2.777,179.825,221.251,5,3.262,3.262,42.691,1,5,6,7,6,5,5,5,7,7,7,7,5,6,6,5,5,5,5,5,5,3,6,5,2,TRUE,7.863194444,"MCCE3, DGHG3, MCCS1",Coder1,"DGHG3, SGHG1, MCCS2, DD2",Coder3,"DD1, MCCS1, MCCE1, DGHG2, DNK2",Coder1,"DD1, MCCS1, MCCE1, DGHG2, DNK2",Coder2,"DD1, DGHG3, DGHG1",Coder1,"DD1, DGHG3",Coder2
71,6/18/12 11:34,6/18/12 12:33,2.155,125.139,152.996,2,18.377,839.614,379.792,9,1.479,515.295,588.409,8,5,0,0,56.529,0,1,6,4,7,ultraviolet,infrared,3.623,555.134,578.657,7,200.684,357.748,358.23,7,1.82,83.283,83.877,2,7,7,6,5,3,5,5,4,6,6,7,6,7,7,5,5,3,2,4,3,6,6,5,male,y,y,y,none,3,agnostic,NA,,NA,,6/23/12 19:08,6/23/12 19:20,ultraviolet,infrared,3.596,126.082,189.998,2,73.289,73.289,134.778,1,1.194,1.194,86.884,1,7,7,6,4,3,5,3,4,6,6,6,7,7,7,5,4,4,4,5,3,4,7,3,2,FALSE,5.315277778,"DGHG3, DGHG4, DD1, MCCS2, MCCS1",Coder3,"MCCS2, MCCS1, DD2, DGHG3, DGHG4",Coder5,"DGHG1, MCCE1, MCCS1",Coder3,"MCCS1, MCCE1, DD3, DGHG1",Coder1,"DGHG3, DGHG2, DD1, MCCE3, SGHG1",Coder3,"MCCE3, DD2, DGHG2, DGHG3",Coder5
72,6/18/12 12:56,6/18/12 13:04,29.29,29.29,57.663,1,15.293,15.293,53.292,1,41.122,56.597,74.795,6,4,0,0,24.926,0,1,3,5,7,solar,infared,4.971,4.971,40.116,1,1.628,1.628,6.77,1,1.617,9.803,10.499,2,4,7,7,1,5,5,1,6,8,7,8,8,9,7,6,5,5,1,5,1,1,8,10,female,y,n,n,none,1,decline to state,11,"Beijing, China",12,Mandarin Chinese,6/21/12 15:10,6/21/12 15:23,solar,reflected,1.302,1.302,17.554,1,1.163,1.163,172.623,1,1.444,6.297,14.082,2,4,8,7,1,5,5,1,7,7,7,8,7,9,7,6,5,5,5,5,1,1,7,9,2,FALSE,3.093055556,"DGHG1, DD1, MCCS1, MCCS2",Coder3,"MCCS1, MCCS2, DD2, DGHG1",Coder5,"DNK1, MCCS1, SGHG1",Coder3,"SGHG1, DNK1, MCCS1",Coder1,"DNK1, MCCS2",Coder3,"MCCS2, DNK1",Coder5
73,6/18/12 12:45,6/18/12 13:14,1.344,144.844,152.609,6,1.187,1.187,126.687,1,25.109,25.109,157.39,1,6,38.157,41.891,90.203,4,1,2,5,7,ultra-violet,infrared,1.078,104.109,264.156,4,1.422,1.422,53.422,1,2.407,187.516,213.079,5,6,8,9,2,1,3,1,4,9,9,9,8,8,6,3,1,1,1,1,1,1,9,10,female,y,y,y,democrat,1,agnostic,NA,,NA,,6/21/12 20:02,6/21/12 20:10,UV,infrared,1.251,128.527,130.728,8,14.796,107.962,109.461,5,3.225,3.225,60.047,1,6,9,9,2,2,2,1,8,9,9,9,9,9,9,3,1,2,1,1,1,1,9,10,2,FALSE,3.303472222,"MCCE2, MCCS1, DD2, DGHG3, SGHG3",Coder5,"MCCE2, MCCS1, DD2, DGHG3",Coder2,"DD1, DGHG1, DGHG3, MCCE1",Coder4,"DD1, DGHG1, MCCE1, DGHG3",Coder1,"DD1, DGHG1, DGHG3, MCCE1",Coder4,"DD1, DGHG3, DGHG1, MCCE3",Coder1
74,6/18/12 12:16,6/18/12 20:07,66.303,245.109,248.371,5,53.101,236.661,902.445,3,15005.219,16380.139,16381.888,8,5,0,0,18.363,0,1,1,8,9,ultra violet,radiant,12.696,12.696,114.173,1,6723.925,6723.925,6733.024,1,3.576,3.576,43.384,1,6,9,9,5,2,1,1,6,9,7,8,9,9,6,2,1,1,1,1,1,2,7,5,female,y,y,y,democrat,2,atheist,NA,,NA,,6/21/12 21:09,6/21/12 21:23,UV,radient,5.072,5.072,88.329,1,9.58,9.58,70.342,1,5.402,5.402,25.4,1,4,9,8,6,1,1,1,7,9,7,9,9,9,7,2,1,1,1,1,1,3,6,5,2,TRUE,3.370138889,"MCCS1, MCCE2, DGHG3",Coder2,"DGHG3, SGHG1, DD2, MCCS1, DGHG2, MCCE2",Coder3,"MCCS1, MCCE2, DNK1, DD2, DGHG3",Coder2,"DGHG3, SGHG1, DNK1, MCCS1, MCCE2",Coder3,"SGHG1, MCCE2, DD3, DGHG2",Coder2,,Coder4
75,6/18/12 20:14,6/18/12 21:02,9.316,203.901,207.463,8,91.403,103.88,226.59,2,43.348,314.755,336.406,13,5,172.481,172.481,175.138,1,1,5,4,5,visible,visible,12.391,483.546,496.951,21,15.027,15.027,21.285,1,8.967,8.967,13.692,1,5,5,7,9,9,9,5,3,5,3,8,4,7,5,1,9,9,9,9,7,6,7,3,male,y,y,y,none,5,muslim,NA,,NA,,6/21/12 22:11,6/21/12 22:29,green,The Earth does not emit light into space,11.2,299.301,301.703,15,13.458,13.458,25.851,1,4.92,208.581,213.785,8,5,4,6,7,9,9,5,4,5,5,7,6,6,4,1,9,9,1,3,7,5,6,3,1,FALSE,3.08125,"DD2, DGHG2,",Coder2,"SGHG1, DD2, MCCQ1",Coder3,"SGHG1, MCCE2, DD3",Coder2,,Coder4,"MCCE4, DD3, DGHG3",Coder2,"DGHG3, SGHG1, DNK2, MCCE4, DGHG4",Coder3
76,6/18/12 21:42,6/18/12 22:16,2.452,345.044,397.039,3,7.374,7.374,186.878,1,2.762,2.762,51.601,1,6,0,0,89.668,0,1,2,2,7,visable,infra-red,2.483,2.483,226.276,1,4.859,101.771,105.099,2,3.252,57.606,60.095,2,8,6,7,5,3,3,2,7,7,6,6,6,7,6,3,2,2,5,4,2,3,5,0,male,n,n,y,none,5,agnostic,1,Singapore,NA,,6/25/12 17:24,6/25/12 17:41,visable,infra-red,6.968,230.529,323.485,2,7.34,7.34,266.459,1,5.222,5.222,90.249,1,7,7,8,5,3,2,2,7,7,5,7,7,7,6,4,2,2,5,4,3,3,4,0,2,TRUE,6.820833333,"MCCS1, MCCS4, DD2, MCCE4, DGHG2",Coder2,"DGHG3, DGHG2, DD2, MCCS4, MCCS1",Coder3,"MCCS1, MCCE1, DD1, DGHG1",Coder2,"DGHG3, DGHG2, DD1, MCCS1, MCCE1",Coder3,"MCCS1, DD1, MCCE1, DGHG2",Coder2,"DGHG3, DGHG2, DD1, MCCE1, MCCS1",Coder3
