,StartDate.study,EndDate.study,k1time_pre_1,k1time_pre_2,k1time_pre_3,k1time_pre_4,k2time_pre_1,k2time_pre_2,k2time_pre_3,k2time_pre_4,k3time_pre_1,k3time_pre_2,k3time_pre_3,k3time_pre_4,knwgbl_pre,desc_time_1,desc_time_2,desc_time_3,desc_time_4,desc,surprise,surprise.1,new_forg,lt_in_pst,lt_out_pst,k1time_pst_1,k1time_pst_2,k1time_pst_3,k1time_pst_4,k2time_pst_1,k2time_pst_2,k2time_pst_3,k2time_pst_4,k3time_pst_1,k3time_pst_2,k3time_pst_3,k3time_pst_4,knwgbl_pst,evo1_1_pst,gw1_2_pst,nat1_3_pst,dty1_4_pst,aft1_5_pst,cre1_6_pst,gw2_1_pst,gw2_2_pst,gw2_3_pst,gw2_4_pst,evo2_5_pst,evo2_6_pst,engage_pst,aft2_pst,aft3_pst,dty2_pst,dty3_pst,cre2_pst,cre3_pst,nat2_pst,lifsty_pst,natmil_pst_1,gender,citizen,us_born,english,party,conservati,faith,us_years,born,eng_years,first_lang,StartDate.test,EndDate.test,lt_in_fol,lt_out_fol,k1time_fol_1,k1time_fol_2,k1time_fol_3,k1time_fol_4,k2time_fol_1,k2time_fol_2,k2time_fol_3,k2time_fol_4,k3time_fol_1,k3time_fol_2,k3time_fol_3,k3time_fol_4,knwgbl_fol,evo1_1_fol,gw1_2_fol,nat1_3_fol,dty1_4_fol,aft1_5_fol,cre1_6_fol,gw2_1_fol,gw2_2_fol,gw2_3_fol,gw2_4_fol,evo2_5_fol,evo2_6_fol,engage_fol,aft2_fol,aft3_fol,dty2_fol,dty3_fol,cre2_fol,cre3_fol,nat2_fol,lifsty_fol,natmil_fol_1,Q102,did.pre,study.test.delay,codes.1_pre,coder.1_pre,codes.2_pre,coder.2_pre,codes.1_pst,coder.1_pst,codes.2_pst,coder.2_pst,codes.1_fol,coder.1_fol,codes.2_fol,coder.2_fol
25,6/12/12 16:56,6/12/12 17:13,2.802,104.362,107.843,5,8.461,12.217,112.496,3,3.102,3.102,38.921,1,3,0,0,162.163,0,1,5,2,3,visible,visible,2.628,2.628,51.376,1,2.538,2.538,59.454,1,1.713,1.713,13.27,1,5,7,8,7,9,8,5,3,7,5,8,3,6,3,8,9,8,8,8,7,2,5,5,male,n,n,y,none,5,protestant / other christian,1,Singapore,NA,,6/18/12 14:23,6/18/12 14:30,visible and infrared,visible,2.49,55.42,81.551,4,4.793,16.039,72.527,4,3.008,3.008,22.095,1,3,6,7,7,7,7,5,5,8,5,7,3,5,5,7,9,8,8,6,6,3,5,3,2,FALSE,5.89375,"DGHG3, DGHG2, DD3, MCCQ2",Coder3,"MCCQ2, DD3, DGHG2, DGHG3",Coder5,"DGHG3, DGHG2, MCCQ2, DD3",Coder3,"MCCQ2, DD2, DGHG2, DGHG3",Coder5,"DGHG3, DGHG2, DD2, MCCE2",Coder3,"MCCE2, DD2, DGHG2, DGHG3",Coder5
26,6/12/12 17:19,6/12/12 17:35,1.228,77.995,78.665,7,2.342,46.549,82.871,5,0.771,52.928,53.632,7,5,3.748,146.813,148.105,70,1,1,2,5,visible,infrared,1.018,62.407,96.543,8,1.758,42.784,53.99,4,1.088,33.46,56.748,2,6,9,8,1,1,1,1,4,7,8,7,8,9,6,8,1,1,1,1,1,1,6,3,male,n,n,y,libertarian,3,atheist,1,Singapore,NA,,6/18/12 16:35,6/18/12 16:39,visible,infrared,0.631,58.927,62.194,4,0.976,50.802,52.208,4,0.558,43.984,46.146,7,6,8,7,5,1,1,1,4,7,7,6,8,9,6,6,1,1,1,1,1,3,6,3,2,TRUE,5.969444444,"DGHG3, DGHG2, DD1, MCCE1, SGHG1",Coder3,"MCCE1, DD2, DGHG3, DGHG2",Coder1,"DGHG3, DGHG1, DD1, MCCE1",Coder3,"MCCE1, DD1, DGHG1, DGHG3",Coder5,"DGHG3, DGHG1, DD1, MCCE2",Coder3,"DGHG1, DD1, MCCE2, DGHG3",Coder1
27,6/12/12 18:39,6/12/12 19:16,2.012,327.868,357.929,3,3.234,51.819,83.5,3,48.873,48.873,91.147,1,8,0,0,25.919,0,1,2,2,8,visible,infrared,1.108,11.602,575.088,2,597.38,597.38,621.02,1,5.469,5.469,33.957,1,8,7,8,5,1,7,1,6,5,5,7,7,8,8,6,3,1,1,1,5,4,6,9,female,y,y,y,democrat,2,atheist,NA,,NA,,6/18/12 16:12,6/18/12 16:19,visible,infrared,1.121,63.539,66.2,2,5.423,5.423,39.542,1,1.741,1.741,42.168,1,8,7,8,5,1,5,1,4,5,5,7,8,8,7,7,3,1,1,2,3,2,6,9,2,FALSE,5.897916667,"DGHG1, DD1, MCCE2, DGHG3",Coder1,"DD1, MCCE2, DGHG1",Coder2,"DD1, DGHG3, DGHG1, MCCE2",Coder1,"DD1, DGHG1, MCCE2",Coder2,"MCCE2, DD1, DGHG3, DGHG1",Coder1,"MCCE2, DD1, DGHG1",Coder2
28,6/12/12 18:55,6/12/12 19:30,4.18,353.643,356.245,6,7.732,489.683,492.358,6,4.387,57.963,79.644,5,7,10.115,63.772,64.112,21,1,1,1,7,infrared,low-energy infrared,9.455,119.791,241.035,5,7.917,76.708,85.8,4,1.803,17.476,43.497,3,6,4,6,7,5,5,5,6,7,4,6,6,6,6,3,6,5,5,5,4,6,6,3,female,n,n,y,none,5,protestant / other christian,1,Singapore,NA,,6/18/12 12:36,6/18/12 12:46,radiation,radiation,2.372,88.099,183.765,4,9.889,28.178,91.397,3,4.953,5.402,34.834,2,7,6,7,7,5,4,6,3,7,4,7,3,7,7,4,6,5,5,5,6,6,6,3,2,FALSE,5.736805556,"MCCS1, MCCE2, DD2, DGHG2",Coder2,,Coder4,"MCCS4, MCCE2, DD1, DGHG1",Coder2,,Coder4,"DD1, MCCE2, DGHG2",Coder2,,Coder4
29,6/12/12 19:17,6/12/12 19:48,1.564,147.194,194.452,2,1.955,1.955,134.405,1,6.983,66.361,316.398,2,3,0,0,131.398,0,1,1,3,8,visable,infrared,5.388,5.388,121.263,1,1.903,29.872,64.071,2,0.96,70.965,73.579,2,5,6,7,7,8,6,2,7,7,7,8,4,8,6,3,8,7,6,9,6,4,3,60,male,y,y,y,libertarian,3,agnostic,NA,,NA,,6/18/12 16:18,6/18/12 16:33,Visible,Infrared,7.363,7.363,138.157,1,21.89,21.89,131.031,1,11.525,11.525,87.699,1,4,4,7,7,7,6,3,7,7,6,6,4,7,6,6,7,7,4,7,3,6,4,62,2,TRUE,5.875694444,"DD3, MCCE3, DGHG2, DGHG3, MCCS3",Coder4,"MCCS3, DD3, DGHG3, DGHG4, MCCE3",Coder1,"MCCE1, DD1, DGHG1, DGHG3",Coder5,"MCCE2, DD1, DGHG1",Coder2,"MCCE2, DD1, DGHG1, DGHG3",Coder5,"MCCE2, DD1, DGHG1",Coder2
30,6/12/12 20:00,6/12/12 20:14,1.354,1.354,64.553,1,1.489,1.489,104.75,1,2.277,2.277,44.661,1,2,1.381,1.381,75.778,1,1,1,1,5,infrared,infrared,2.484,2.484,37.8,1,1.235,1.235,69.958,1,1.577,1.577,24.822,1,3,7,7,5,3,1,1,7,7,5,8,8,9,5,6,3,3,2,3,3,1,3,5,female,n,n,y,none,2,atheist,1,Singapore,NA,,6/18/12 12:44,6/18/12 12:53,active,active,4.095,70.757,95.281,2,15.735,26.496,78.074,3,5.465,5.465,31.779,1,2,6,9,5,4,3,2,9,9,3,9,7,9,3,4,3,3,1,3,2,2,4,4,2,FALSE,5.697222222,"MCCS4, DGHG4",Coder2,"DGHG3, DGHG4, DD2",Coder3,"MCCE3, DD2, DGHG2",Coder2,,Coder4,"MCCE2, SGHG1, DD2, MCCS4, DGHG2",Coder2,,Coder4
31,6/12/12 20:17,6/12/12 22:13,0.996,90.014,125.913,4,1.022,82.531,85.646,10,1.246,97.455,98.085,5,3,13.552,236.56,244.242,8,1,1,7,9,visible,infrad,7.965,151.939,152.231,3,1.813,1.813,64.273,1,3.183,3.183,45.981,1,5,7,6,5,5,5,2,4,7,6,7,7,8,6,5,5,5,3,5,2,3,5,5,female,n,n,n,none,5,buddhist,5,East Asia,6,Korean,6/17/12 15:18,6/17/12 15:32,visible,infrared,2.247,233.894,236.224,6,2.421,15.991,75.482,12,5.583,6.186,69.771,2,5,7,6,5,5,3,2,4,7,7,7,7,8,6,3,3,5,2,7,2,3,6,5,2,FALSE,4.792361111,"DNK1, DGHG3, DGHG4, MCCQ1",Coder3,"MCCQ1, DNK1, DGHG3, DGHG4",Coder5,"DGHG3, DGHG2, DD1, MCCE1, MCCS1",Coder3,"MCCE3, MCCS1, DD1, DGHG2, DGHG3",Coder5,"DGHG3, DGHG1, DD1, MCCE1",Coder3,"DD1, MCCE1, DGHG3, DGHG1",Coder1
32,6/12/12 21:46,6/12/12 22:23,12.744,336.16,411.399,18,63.659,63.659,127.362,1,12.033,12.033,38.171,1,6,0,0,201.387,0,1,1,1,7,visible,infrared,10.435,10.435,40.21,1,37.023,245.175,254.895,12,31.307,31.307,123.4,1,6,8,9,2,7,5,1,9,9,8,9,8,6,3,6,5,3,1,2,1,1,5,30,female,y,y,y,green,1,spiritual but not religious,NA,,NA,,6/17/12 18:10,6/17/12 18:51,UV,IR,3.439,1627.489,1630.934,37,12.888,119.113,142.854,3,7.337,101.009,143.528,12,5,8,8,3,7,4,1,8,8,8,8,8,9,5,7,7,3,1,5,1,1,5,9,2,FALSE,4.85,"MCCE1, MCCS1, DGHG4, DD2, DGHG2",Coder1,"MCCE1, MCCS1, DD2, DGHG2",Coder2,"DNK2, DD1, DGHG2",Coder1,"DNK2, DD1, DGHG1, MCCE2, DGHG3",Coder3,"MCCE1, MCCS1, DD2, DGHG3, DGHG1",Coder1,"MCCE1, MCCS1, DD2, DGHG3, DGHG1",Coder2
33,6/12/12 22:36,6/12/12 23:09,1.833,57.847,164.057,10,3.092,131.588,134.167,11,3.233,11.709,54.84,8,5,11.473,11.473,12.219,1,1,3,3,6,visible,infrared,1.271,205.404,207.508,21,2.289,81.845,82.714,18,0.931,29.96,35.719,8,5,4,7,1,6,6,4,6,7,7,6,4,6,7,7,7,6,4,6,5,1,6,3,female,n,n,n,none,5,decline to state,1,China,6,Mandarin and Cantonese,6/18/12 13:26,6/18/12 13:37,visible,Infrared,1.357,102.832,103.339,12,3.811,174.591,180.864,11,2.182,2.889,32.446,3,4,4,7,3,6,7,3,6,7,7,7,4,6,5,6,6,6,3,6,5,1,6,3,2,FALSE,5.618055556,"MCCS1, SGHG3, MCCE2, DD3, DGHG1",Coder1,"MCCS1, SGHG3, MCCE2, DD3, DGHG1",Coder2,"MCCE3, DD1, DGHG3",Coder1,"DGHG1, DD1, MCCE3, SGHG1",Coder3,"DGHG4, DD1, DGHG3",Coder1,"DGHG4, DD1, DGHG3",Coder2
34,6/12/12 23:18,6/13/12 1:31,1.782,70.595,211.957,2,6.869,189.543,198.053,2,4.879,40.092,48.64,3,4,0,0,94.487,0,1,1,1,8,visible,infrared,4.85,1272.298,1380.216,6,6.788,5127.732,5135.802,6,2.72,52.307,83.764,4,5,6,9,4,7,7,3,3,7,6,9,8,8,6,9,9,3,8,7,4,1,6,8,female,n,n,y,democrat,2,catholic,1,Singapore,NA,,6/18/12 0:42,6/18/12 0:53,ultraviolet,infrared,1.834,131.367,162.045,3,2.484,59.439,114.313,3,1.949,1.949,24.12,1,5,7,8,5,8,9,3,2,7,9,8,7,3,6,9,8,5,6,7,6,2,5,12,2,FALSE,5.058333333,"DGHG3, DGHG2, DD3, MCCS1, MCCS4",Coder3,"MCCS1, MCCE2, DD3, DGHG2, DGHG3",Coder5,"DGHG3, DGHG2, DD1, MCCE1",Coder3,"MCCE1, DD1, DGHG2, DGHG3",Coder5,"DGHG3, DGHG2, DD1, MCCE2",Coder3,"MCCE2, DD1, DGHG2, DGHG3",Coder5
35,6/13/12 8:16,6/13/12 8:53,8.472,8.472,161.556,1,10.554,10.554,125.545,1,2.544,2.544,67.761,1,5,87.213,87.213,124.402,1,1,5,5,5,visible,ultraviolet,1.482,952.195,1028.249,3,1.77,7.109,56.967,2,1.647,1.647,102.91,1,5,5,7,1,5,5,1,8,7,9,7,5,9,7,5,5,5,1,5,1,1,7,0,female,n,n,n,none,3,agnostic,1,CHINA,1,Chinese,6/17/12 22:59,6/17/12 23:17,all kinds of,ultraviolet,1.835,37.288,62.62,5,1.542,95.939,104.511,8,474.79,534.401,566.034,3,5,5,7,5,5,5,1,5,7,7,7,5,5,7,5,5,5,1,5,1,5,7,1,2,FALSE,4.613194444,"DD2, DGHG1",Coder2,"DGHG3, DGHG1, DD2, SGHG1, MCCQ1",Coder3,"MCCS1, SGHG1, DD1, DGHG1",Coder2,"DGHG3, DGHG1, DD2, MCCS1, SGHG1",Coder3,"MCCS1, DD1, DGHG1",Coder2,"DGHG3, DGHG1, DD3, MCCS1, MCCS2",Coder3
36,6/13/12 10:37,6/13/12 10:58,3.103,49.362,125.712,3,1.461,1.461,109.139,1,6.623,6.623,61.317,1,2,0,0,243.384,0,1,5,8,3,visible,infrared,0.874,0.874,103.251,1,3.428,3.428,42.05,1,1.894,1.894,31.417,1,6,5,6,4,5,5,4,6,6,6,7,5,6,6,5,6,5,2,5,4,4,6,7,female,y,y,y,independent,3,jewish,NA,,NA,,6/18/12 21:45,6/18/12 22:27,visible,infrared,2.369,118.032,147.178,15,2.75,36.093,89.971,2,3.492,3.492,29.498,1,6,5,6,4,5,5,4,6,6,6,6,5,6,6,5,5,5,2,5,5,4,6,7,2,FALSE,5.463888889,"MCCS1, DD3, DNK1",Coder5,"MCCS1, DD3, DNK1",Coder2,"DD2, DGHG3, DGHG4, MCCS1",Coder4,"DD2, DGHG4, MCCE1, MCCS1, DGHG3",Coder1,"MCCE2, DD1, DGHG1, DGHG3",Coder5,"MCCE3, DD1, DGHG1",Coder2
37,6/13/12 10:40,6/13/12 11:24,55.93,251.084,388.754,2,27.115,261.816,292.068,4,24.751,24.751,160.406,1,7,0,0,188.436,0,1,1,1,8,sunlight,infrared,9.793,9.793,404.545,1,5.993,5.993,21.247,1,1.453,1.453,14.948,1,8,8,9,3,9,9,2,8,9,8,9,9,9,7,9,9,9,1,9,2,1,7,5,male,n,n,n,democrat,3,catholic,1,Mexico,14,Spanish,6/19/12 17:19,6/19/12 17:34,sunlight,infrared,8.088,8.088,325.504,1,13.114,13.114,23.613,1,1.436,1.436,9.329,1,8,8,9,3,9,9,2,8,9,8,9,8,9,7,9,9,9,1,9,2,1,7,5,2,FALSE,6.277083333,"MCCQ2, DD1, DGHG3, DGHG1, MCCE3",Coder1,"MCCQ2, MCCE3, DD1, DGHG1",Coder2,"DD1, DGHG1, MCCE1, DNK2",Coder1,"DD1, DGHG1, MCCE1, DNK2",Coder2,"DD1, DGHG1, MCCE1, DNK2",Coder1,"DNK2, DD1, MCCE1, DGHG1",Coder3
38,6/13/12 12:14,6/13/12 12:26,2.378,2.378,86.105,1,7.837,7.837,119.385,1,2.258,9.753,40.385,3,2,0,0,3.317,0,1,4,4,3,visible,infrared,3.626,54.875,88.924,2,0.929,0.929,25.622,1,1.776,1.776,44.055,1,4,4,7,9,9,9,9,8,8,1,7,3,1,3,9,9,9,9,9,9,2,5,2,male,y,y,y,republican,7,protestant / other christian,NA,,NA,,6/17/12 17:19,6/17/12 17:24,visible,infrared,1.378,30.3,60.749,2,4.932,4.932,29.797,1,1.989,1.989,31.978,1,3,1,8,9,9,9,9,6,7,2,8,1,5,5,9,9,9,9,9,9,4,5,2,2,FALSE,4.211805556,"MCCE3, DGHG3, MCCS1, MCCS3",Coder4,"MCCS1, DD3, DGHG3, MCCE3, MCCS3",Coder1,"MCCS1, MCCS4, DD1, DGHG1",Coder5,"MCCS1, MCCS4, DD1, DGHG1",Coder2,"DD1, DGHG3, DGHG4, MCCS1",Coder4,"MCCS1, DD1, DGHG3, DGHG2",Coder1
39,6/13/12 13:32,6/13/12 13:51,21.466,21.466,28.662,1,67.994,162.798,165.815,3,3.493,35.053,35.43,2,3,2.248,3.333,3.634,2,1,5,7,5,UV,UV,49.643,49.643,61.611,1,2.496,15.815,16.196,4,1.225,4.967,5.29,3,2,4,7,5,2,6,7,4,5,6,5,4,7,2,2,3,1,5,5,2,4,7,33,male,y,y,y,none,2,atheist,NA,,NA,,6/17/12 15:56,6/17/12 15:59,uv,uv,2.449,2.449,11.823,1,4.5,4.5,8.081,1,10.312,10.312,14.426,1,4,8,5,8,4,5,3,4,7,4,3,2,8,5,3,4,6,5,5,2,4,4,33,2,TRUE,4.1,DNK1,Coder1,DNK1,Coder3,"MCCQ2, DNK1, DGHG4",Coder1,"MCCQ2, DNK1, DGHG4",Coder2,"DNK1, DGHG4",Coder1,"DGHG4, DNK1",Coder3
40,6/13/12 14:13,6/13/12 14:43,9.257,9.257,194.5,1,8.267,12.931,161.746,2,5.543,87.841,120.733,6,5,12.197,156.119,248.984,4,1,4,5,5,visible,visible and infrared,38.964,227.205,243.857,7,3.347,32.53,90.684,4,2.097,111.208,125.255,11,7,7,8,3,7,6,5,7,9,9,9,7,8,8,6,6,7,1,6,3,4,7,2,female,n,n,n,none,5,hindu,1,India,16,Malayalam,6/18/12 17:02,6/18/12 17:13,visible,visible and infrared,10.908,10.908,189.043,1,6.6,6.6,115.79,1,2.004,2.004,56.716,1,6,7,8,2,7,5,5,7,9,9,9,7,8,8,6,6,5,2,6,4,3,7,2,2,TRUE,5.117361111,"DGHG3, DGHG4, MCCS4, MCCS1, SGHG2, DD2, MCCE2",Coder3,"MCCS1, MCCS4, DD2, DGHG3, DGHG4",Coder5,"DGHG3, DGHG1, DD1, MCCE1",Coder3,"DD1, DGHG1, DGHG3, MCCE1",Coder1,"DGHG3, DGHG1, DD1, MCCS1, MCCE1",Coder3,"DD1, MCCE1, MCCS1, DGHG3, DGHG1",Coder1
41,6/13/12 16:43,6/13/12 17:18,10.742,99.483,267.514,2,10.1,10.1,135.908,1,21.87,21.87,75.327,1,5,0,0,229.446,0,1,1,2,7,visible,infared,8.029,8.029,37.794,1,4.359,4.359,73.811,1,6.611,6.611,72.665,1,7,8,9,3,6,7,1,7,7,9,9,7,9,9,9,7,3,1,5,1,1,9,7,female,y,y,y,none,2,spiritual but not religious,NA,,NA,,6/18/12 14:17,6/18/12 14:41,visible,infared,8.499,482.195,503.165,11,21.265,258.304,262.095,2,25.356,25.356,67.305,1,6,7,9,1,7,6,1,8,7,8,9,6,9,7,9,4,3,1,5,1,1,6,7,2,FALSE,4.898611111,"MCCS1, DGHG2, DGHG3, MCCS4",Coder4,"MCCS1, MCCE2, MCCS4, DGHG3, DGHG4",Coder1,"DNK2, DD1, DGHG3, DGHG4",Coder5,"DNK2, DD1, DGHG2",Coder2,"DD1, DGHG1, DGHG3, MCCE2, MCCS4",Coder4,"DD1, DGHG1, MCCE2",Coder1
42,6/13/12 20:29,6/13/12 21:22,14.158,201.003,405.349,11,36.944,36.944,126.418,1,14.097,14.097,19.544,1,4,12.729,98.274,237.859,2,1,8,5,3,visible,infrared,9.096,9.096,177.188,1,14.87,14.87,18.785,1,7.856,7.856,29.777,1,7,6,8,7,8,8,3,7,8,7,8,4,7,7,8,8,4,4,7,7,3,7,5,female,y,y,y,democrat,5,spiritual but not religious,NA,,NA,,6/18/12 11:43,6/18/12 12:00,visible,infrared,4.165,4.165,123.802,1,6.63,6.63,17.113,1,4.977,4.977,27.098,1,6,3,8,7,8,7,3,4,8,7,8,4,6,7,7,7,4,4,7,7,3,7,5,2,TRUE,4.634722222,"MCCS3, MCCS4, SGHG2, DNK2",Coder1,"MCCS3, MCCS4, SGHG2, DNK2",Coder2,"DD1, DGHG1, DNK2, MCCE3",Coder1,"DGHG1, DNK2, DD1, MCCE2",Coder3,"DD1, MCCE3, DNK2, DGHG3, DGHG2",Coder1,"DGHG3, DGHG2, DNK2, MCCE2, DD1",Coder3
43,6/13/12 22:02,6/13/12 22:42,2.789,559.634,581.577,13,17.785,392.32,394.786,8,17.397,17.397,200.164,1,4,9.661,45.526,47.687,3,1,1,2,9,visible,infrared,1.552,1.552,121.059,1,49.857,119.696,122.306,5,0.784,0.784,61.304,1,5,5,7,5,5,5,5,2,5,7,5,5,5,7,6,5,5,5,5,5,5,7,10,female,n,n,n,none,5,decline to state,1,China,1,Chinese,6/18/12 0:06,6/18/12 0:29,visible,invisible,3.516,282.691,290.169,7,1.058,270.344,278.168,2,0.563,290.616,374.584,2,3,5,5,5,5,3,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,8,2,FALSE,4.086111111,"MCCS4, DD3, DGHG3, DGHG1",Coder1,"DGHG3, DGHG1, DD2, MCCS4",Coder3,"DD1, DGHG1, MCCE1, MCCS1, DGHG3",Coder1,"DGHG3, DGHG1, DD1, MCCE1, MCCS1",Coder3,"DGHG2, MCCE3, DGHG3, DD3",Coder1,"MCCE3, DGHG2, DD2",Coder2
44,6/14/12 0:39,6/14/12 1:02,5.257,5.257,58.437,1,17.737,17.737,128.216,1,6.848,6.848,45.521,1,5,0,0,189.275,0,1,1,1,8,visible,infrared,3.759,3.759,56.987,1,6.802,96.675,100.232,8,1.903,104.613,107.499,4,7,9,9,7,1,1,1,9,9,7,9,9,9,6,1,1,1,1,1,1,6,6,0,male,y,y,y,democrat,3,jewish,NA,,NA,,6/18/12 23:57,6/19/12 0:03,visible,ultraviolet,3.217,49.111,54.172,2,10.952,70.463,73.131,2,3.727,22.369,34.727,2,7,9,9,7,1,1,1,9,9,7,9,9,9,5,1,1,1,1,1,1,5,7,0,2,FALSE,4.970833333,"MCCE2, DD2, DGHG2, DGHG3",Coder5,"MCCE2, DD2, DGHG2",Coder2,"MCCE1, MCCS1,  DD1, DGHG1, DGHG3",Coder5,"MCCE1, MCCS1,  DD1, DGHG1",Coder2,"MCCE1, DD1, DGHG1, DGHG3",Coder5,"MCCE1, DD1, DGHG1",Coder2
45,6/14/12 5:56,6/14/12 6:30,11.357,11.357,153.676,1,32.354,176.302,199.925,6,8.312,8.312,113.097,1,7,0,0,174.527,0,1,2,2,8,infrared,visible,10.719,10.719,86.317,1,9.245,9.245,74.484,1,1.918,1.918,20.503,1,8,7,6,9,9,8,7,3,6,7,7,3,2,8,1,9,9,9,9,7,4,7,9,male,n,n,y,none,2,muslim,2,Pakistan,NA,,6/18/12 2:17,6/18/12 2:33,infrared,visible,9.258,9.258,82.64,1,15.426,156.482,244.372,2,1.712,162.167,169.961,6,7,8,7,8,9,9,8,4,7,7,8,3,2,8,1,9,9,9,9,9,7,8,9,2,TRUE,3.847916667,"DGHG3, DGHG4, DD2",Coder3,"DD2, DGHG3, DGHG4",Coder5,"DNK2, SGHG1",Coder3,"DNK2, DD2, SGHG1",Coder1,"DGHG3, DGHG2, DD2, SGHG1, MCCE2",Coder3,"DD2, MCCE2, DGHG2, DGHG3",Coder5
46,6/14/12 8:48,6/14/12 9:34,5.876,312.465,318.434,19,67.153,71.331,107.038,2,83.492,165.196,166.199,7,6,206.313,263.026,278.728,2,1,7,5,5,visible,infrared,87.68,261.06,327.624,3,1.307,1.307,45.961,1,1.31,37.284,118.913,2,7,7,8,2,7,8,6,4,8,8,8,6,7,8,8,8,8,5,7,4,2,7,4,female,y,y,y,democrat,3,protestant / other christian,NA,,NA,,6/17/12 15:55,6/17/12 16:11,visible,infrared,1.421,292.802,333.392,5,1.708,10.592,27.761,5,1.761,1.761,120.65,1,7,7,7,4,7,7,3,4,8,7,8,7,7,7,8,8,7,6,8,4,2,7,4,2,TRUE,3.296527778,"MCCS4, MCCE2, DD3, DGHG2",Coder2,,Coder4,"DD1, MCCS1, MCCE3, SGHG1, DGHG1",Coder2,,Coder4,"DD1, SGHG1, MCCE2, DGHG1",Coder2,,Coder4
47,6/14/12 9:58,6/14/12 10:13,2.209,2.209,93.739,1,1.179,88.544,89.121,2,1.166,1.166,70.216,1,2,21.341,22.424,135.287,3,1,1,1,1,visible,infrared,9.275,9.275,72.259,1,0.952,0.952,41.603,1,1.128,1.128,59.06,1,3,7,5,5,5,5,3,5,5,5,7,7,7,7,7,5,5,5,5,6,3,7,0,male,y,y,y,independent,5,agnostic,NA,,NA,,6/20/12 5:55,6/20/12 6:02,visible,I don't remember.,7.962,7.962,136.812,1,11.962,11.962,44.377,1,2.096,2.096,33.506,1,3,6,5,5,5,5,5,5,5,6,8,8,8,7,7,5,5,5,5,5,4,7,0,2,TRUE,5.83125,"SGHG1, MCCS4, DGHG3",Coder2,"DGHG3, SGHG1, MCCS4",Coder3,"MCCE3, SGHG2, DD1, DGHG2",Coder2,,Coder4,"MCCS3, MCCE4, DD1, DGHG3",Coder2,,Coder4
48,6/14/12 10:30,6/14/12 10:43,1.078,11.463,75.845,3,1.039,31.865,79.581,3,1.223,7.189,24.962,2,5,0,0,4.428,0,1,3,5,8,visible,invisible,1.062,52.62,53.201,2,1.124,15.541,39.197,4,0.82,0.82,57.448,1,5,8,8,4,5,9,1,5,7,6,8,8,7,3,8,2,2,2,2,1,2,5,9,female,y,y,n,none,5,buddhist,NA,,14,Mandarin Chinese,6/17/12 23:50,6/17/12 23:57,visible,invisible,0.847,0.847,45.91,1,0.818,4.218,43.644,2,1.753,2.661,15.206,2,5,9,8,4,7,9,1,4,7,7,8,8,8,7,9,2,2,3,2,2,3,5,9,2,TRUE,3.555555556,"MCCE4, DGHG4",Coder5,"MCCE4, DD2, DGHG4",Coder2,"MCCE2, DD2, DGHG3",Coder5,"MCCE2, DD1, DGHG3",Coder2,"DD2, SGHG2, DGHG3, MCCE3",Coder4,"DGHG2, MCCE3, DD2",Coder1
49,6/14/12 11:53,6/14/12 12:10,1.752,277.446,278.834,12,9.023,147.298,153.134,4,3.315,3.315,41.34,1,2,36.645,36.645,39.843,1,1,2,2,5,visible,infrared,5.132,22.038,68.869,3,2.241,2.241,26.543,1,1.266,1.266,16.555,1,4,6,9,4,9,9,7,7,9,7,7,3,6,7,9,9,9,9,9,9,3,6,0,female,n,n,y,none,5,decline to state,1,South-East Asia,NA,,6/18/12 22:45,6/18/12 22:50,visible,infrared,22.302,22.302,67.788,1,1.761,1.761,41.708,1,6.473,6.473,21.777,1,4,5,8,4,9,9,9,7,8,7,8,1,5,7,9,9,9,9,9,9,3,7,0,2,FALSE,4.452777778,"MCCS1, DD2, DGHG2",Coder2,,Coder4,"MCCQ2, DD1, MCCE1, DGHG1",Coder2,"DGHG1, DD1, MCCQ2",Coder3,"DD1, DGHG1",Coder2,,Coder4
50,6/14/12 13:10,6/14/12 13:29,2.81,158.295,177.301,6,3.923,39.221,57.329,6,37.189,37.189,47.017,1,2,113.231,122.027,144.895,7,1,1,1,8,visible,infrared,1.118,3.908,63.178,2,1.803,3.093,11.338,2,1.948,19.678,33.453,2,4,4,8,3,9,9,9,7,7,6,7,5,5,6,8,9,9,8,9,8,1,5,5,female,y,y,n,none,5,protestant / other christian,NA,,15,Chinese (Cantonese),6/17/12 16:01,6/17/12 16:20,visible,infrared,4.107,6.747,83.465,3,32.226,32.226,35.887,1,102.153,102.153,139.549,1,3,1,7,3,9,9,9,7,7,6,7,1,5,6,9,9,9,9,9,9,1,5,5,2,TRUE,3.11875,"DGHG3, MCCE2, DNK2",Coder4,"MCCE2, DGHG3, DNK2",Coder1,"DD1, DGHG1, DGHG3, DNK2, MCCE3",Coder5,"DD1,  MCCE3, DGHG1, DNK2",Coder2,"DD1, MCCE2, DGHG1, DGHG3, DNK2",Coder4,"DD1, MCCE2, DNK2, DGHG3, DGHG1",Coder1
