,survey_number,pre_post,n_s,complete,surprise,light_in,light_out,knowledgeable,evo1_1,gw1_2,nat1_3,deity1_4,after1_5,crea1_6,gw2_1,gw2_2,gw2_3,gw2_4,evo2_5,evo2_6,lifestyle,gender,citizen,us_born,us_years,english,party,conservative,faith,careful,reread,inconvenient_truth,transcription_comments,coder.1,coder.2,codes_1.1.mccs1,codes_1.1.mccs2,codes_1.1.mccs3,codes_1.1.mccs4,codes_1.1.dnk1,codes_1.1.dnk2,codes_1.1.mccq1,codes_1.1.mccq2,codes_1.1.sghg3,codes_1.1.mccr,codes_1.1.dd3,codes_1.1.dghg3,codes_1.1.dghg4,codes_1.1.sghg1,codes_1.1.sghg2,codes_1.1.dd1,codes_1.1.dd2,codes_1.1.dghg1,codes_1.1.dghg2,codes_1.1.mcce1,codes_1.1.mcce2,codes_1.1.mcce3,codes_1.1.mcce4,codes_2.1.mccs1,codes_2.1.mccs2,codes_2.1.mccs3,codes_2.1.mccs4,codes_2.1.dnk1,codes_2.1.dnk2,codes_2.1.mccq1,codes_2.1.mccq2,codes_2.1.sghg3,codes_2.1.mccr,codes_2.1.dd3,codes_2.1.dghg3,codes_2.1.dghg4,codes_2.1.sghg1,codes_2.1.sghg2,codes_2.1.dd1,codes_2.1.dd2,codes_2.1.dghg1,codes_2.1.dghg2,codes_2.1.mcce1,codes_2.1.mcce2,codes_2.1.mcce3,codes_2.1.mcce4,codes_3.1.mccs1,codes_3.1.mccs2,codes_3.1.mccs3,codes_3.1.mccs4,codes_3.1.dnk1,codes_3.1.dnk2,codes_3.1.mccq1,codes_3.1.mccq2,codes_3.1.sghg3,codes_3.1.mccr,codes_3.1.dd3,codes_3.1.dghg3,codes_3.1.dghg4,codes_3.1.sghg1,codes_3.1.sghg2,codes_3.1.dd1,codes_3.1.dd2,codes_3.1.dghg1,codes_3.1.dghg2,codes_3.1.mcce1,codes_3.1.mcce2,codes_3.1.mcce3,codes_3.1.mcce4,codes_1.2.mccs1,codes_1.2.mccs2,codes_1.2.mccs3,codes_1.2.mccs4,codes_1.2.dnk1,codes_1.2.dnk2,codes_1.2.mccq1,codes_1.2.mccq2,codes_1.2.sghg3,codes_1.2.mccr,codes_1.2.dd3,codes_1.2.dghg3,codes_1.2.dghg4,codes_1.2.sghg1,codes_1.2.sghg2,codes_1.2.dd1,codes_1.2.dd2,codes_1.2.dghg1,codes_1.2.dghg2,codes_1.2.mcce1,codes_1.2.mcce2,codes_1.2.mcce3,codes_1.2.mcce4,codes_2.2.mccs1,codes_2.2.mccs2,codes_2.2.mccs3,codes_2.2.mccs4,codes_2.2.dnk1,codes_2.2.dnk2,codes_2.2.mccq1,codes_2.2.mccq2,codes_2.2.sghg3,codes_2.2.mccr,codes_2.2.dd3,codes_2.2.dghg3,codes_2.2.dghg4,codes_2.2.sghg1,codes_2.2.sghg2,codes_2.2.dd1,codes_2.2.dd2,codes_2.2.dghg1,codes_2.2.dghg2,codes_2.2.mcce1,codes_2.2.mcce2,codes_2.2.mcce3,codes_2.2.mcce4,codes_3.2.mccs1,codes_3.2.mccs2,codes_3.2.mccs3,codes_3.2.mccs4,codes_3.2.dnk1,codes_3.2.dnk2,codes_3.2.mccq1,codes_3.2.mccq2,codes_3.2.sghg3,codes_3.2.mccr,codes_3.2.dd3,codes_3.2.dghg3,codes_3.2.dghg4,codes_3.2.sghg1,codes_3.2.sghg2,codes_3.2.dd1,codes_3.2.dd2,codes_3.2.dghg1,codes_3.2.dghg2,codes_3.2.mcce1,codes_3.2.mcce2,codes_3.2.mcce3,codes_3.2.mcce4,ghg,light,energy,total.score
21,f11-23,pre,s,y,NA,NA,NA,5,3,8,8,9,9,9,4,8,8,9,3,4,7,f,y,y,NA,y,democrat,5,christian,NA,NA,,,Coder4,Coder3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,1.25
22,f11-24,post,s,n,7,upward,,3,8,9,2,6,5,4,8,8,8,8,7,8,9,f,y,y,NA,n,democrat,7,christian,NA,NA,,,Coder1,Coder2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,f11-24,pre,s,n,NA,NA,NA,4,7,8,5,7,5,7,7,8,8,8,7,7,7,f,y,y,NA,n,democrat,7,christian,NA,NA,,,Coder1,Coder2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,f11-25,post,n,y?,5,untraviolet,infrared,5,7,9,7,5,5,5,4,8,6,9,4,5,9,m,y,y,NA,n,other,5,other,4,5,0,,Coder1,Coder2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5
25,f11-26,post,s,n,9,,,5,8,9,7,3,5,2,9,9,9,9,6,5,7,f,y,y,NA,y,none,5,christian,NA,NA,,,Coder2,Coder4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.5,2,6.25
26,f11-26,pre,s,n,NA,NA,NA,2,6,8,7,3,5,2,5,7,8,8,8,5,9,f,y,y,NA,y,none,5,christian,NA,NA,,,Coder4,Coder3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0.5
27,f11-27,post,n,n,5,,,2,7,8,6,9,7,6,9,9,8,8,5,7,8,m,y,y,NA,n,decline,7,christian,5,2,0,it is the first time i got a study like this. it scares me how we read without reading.,Coder3,Coder1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,2,7
28,f11-28,post,s,n,4,visible,infrared,4,7,5,9,1,1,1,3,4,7,8,7,8,6,m,y,y,NA,y,republican,8,atheist,NA,NA,,,Coder3,Coder1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,f11-28,pre,s,n,NA,NA,NA,4,7,5,9,1,1,1,3,3,7,8,7,8,6,m,y,y,NA,y,republican,9,atheist,NA,NA,,,Coder4,Coder3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
30,f11-3,post,s,y,8,energy,absorbed,7,7,9,4,9,7,9,9,9,9,9,5,1,9,f,y,y,NA,n,none,5,christian,NA,NA,,,Coder4,Coder3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.5,0,2,3.5
31,f11-3,pre,s,y,NA,NA,NA,6,7,7,5,9,7,9,7,9,9,9,5,2,7,f,y,y,NA,n,none,5,christian,NA,NA,,,Coder4,Coder3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,f11-30,post,s,n,4,,,4,7,7,7,7,3,7,3,7,6,6,4,5,4,f,y,y,NA,n,none,5,christian,NA,NA,,,Coder4,Coder3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,f11-30,pre,s,n,NA,NA,NA,4,7,7,4,7,3,6,3,7,5,5,7,5,6,f,y,y,NA,n,none,5,christian,NA,NA,,,Coder1,Coder2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,f11-32,post,s,y,5,sun,energy,4,3,7,3,9,9,9,5,7,7,9,3,1,7,f,y,y,NA,y,republican,6,jewish,NA,NA,,,Coder3,Coder1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2
35,f11-32,pre,s,y,NA,NA,NA,1,3,7,5,9,9,9,4,7,7,9,7,3,6,f,y,y,NA,y,republican,6,jewish,NA,NA,,,Coder3,Coder1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,f11-33,post,n,y,6,visible,infrared,4,5,7,5,7,5,5,5,5,5,7,5,7,5,f,y,y,NA,y,republican,3,christian,7,1,0,i think your hypotheses might be that if we (humans) changed the amount of greenhouse gases we produce that would change how much the earth heats up.,Coder2,Coder4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,9
37,f11-34,post,n,y,3,visible,infrared,3,8,5,5,6,5,1,5,4,6,9,9,9,5,m,y,y,NA,y,libertarian,1,christian,3,7,0,,Coder4,Coder3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3
38,f11-35,post,n,y,5,visible,infrared,4,9,8,7,1,1,1,5,9,8,9,9,9,7,m,y,y,NA,y,independent,3,atheist,4,1,0,,Coder1,Coder2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1.5,5
39,f11-36,post,n,n,1,visible,infrared,3,7,8,3,5,5,5,4,8,8,8,6,6,7,f,y,y,NA,n,decline,5,agnostic,6,1,0,,Coder3,Coder1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,2,3,8.5
40,f11-37,post,s,y,7,infrared,infrared,6,7,8,7,7,7,5,3,8,7,8,5,5,6,m,y,y,NA,n,none,4,christian,NA,NA,,,Coder4,Coder3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1.5,4.5
41,f11-37,pre,s,y,NA,NA,NA,6,7,6,6,7,8,3,3,7,7,8,5,5,6,m,y,y,NA,n,none,4,christian,NA,NA,,,Coder2,Coder4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0.5,0,2.75
42,f11-4,post,s,y,7,energy,infrared,7,6,8,3,8,8,6,3,7,8,8,4,6,8,m,y,y,NA,n,none,5,christian,NA,NA,,,Coder3,Coder1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0.5,0,2.75
43,f11-4,pre,s,y,NA,NA,NA,6,6,8,3,8,8,6,3,7,6,8,4,6,7,m,y,y,NA,n,none,5,christian,NA,NA,,,Coder2,Coder4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3
44,f11-44,post,s,y,5,infrared,infrared,3,7,6,5,5,5,3,7,7,7,7,7,8,6,m,y,y,NA,y,none,6,spiritual,NA,NA,,,Coder4,Coder3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,7
45,f11-44,pre,s,y,NA,NA,NA,3,7,6,5,5,5,3,6,6,7,7,7,8,6,m,y,y,NA,y,none,6,spiritual,NA,NA,,,Coder3,Coder1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.5,1.5,4.25
46,f11-46,post,s,y,9,infrared,visible,5,9,9,3,9,9,7,7,9,9,9,7,7,9,f,y,n,14,n,none,5,christian,NA,NA,,,Coder4,Coder3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3
47,f11-46,pre,s,y,NA,NA,NA,3,9,7,2,9,9,7,5,9,9,9,7,8,9,f,y,n,14,n,none,5,christian,NA,NA,,,Coder4,Coder3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0.5
48,f11-47,post,n,y,7,energy,energy,4,7,9,7,7,9,9,2,9,9,9,3,1,8,m,y,y,NA,n,none,7,christian,8,5,0,,Coder4,Coder3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,f11-48,post,n,n,2,sun,,6,1,9,9,9,9,9,7,9,9,9,1,1,3,m,y,y,NA,y,independent,5,christian,8,1,0,,Coder1,Coder2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,2,3.75
50,f11-49,post,n,y,7,hot,cold,3,9,9,9,9,9,9,1,9,9,9,9,9,9,f,y,n,13,n,democrat,1,christian,6,1,0,we are destroying the planet through global warming.,Coder1,Coder2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.75
51,f11-5,post,n,y,7,visible,infrared,5,8,8,6,7,7,5,4,9,7,9,7,8,9,f,y,y,NA,n,none,5,christian,7,6,0,,Coder2,Coder4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.5,1,0,4
52,f11-50,post,n,n,1,ultraviolet,infrared,5,7,7,6,5,5,1,5,7,5,7,7,7,3,m,y,y,NA,y,none,5,other,6,1,0,yeah i have a comment - quit looking to students for answers. most of my so called classmates couldn't find their ass with both hands much less do anything to assist you. try surveying people with an education and don't bother people still trying to get theirs.,Coder1,Coder2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
